id,layer,suite,criticality,gate,test,stimulus,required_result,evidence,initial_status
REL-01,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Only average latency recorded,Execute the controlled only average latency recorded scenario with exact inputs and fault timing recorded.,SLO evidence fails.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-02,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Stage histograms under normal load,Execute the controlled stage histograms under normal load scenario with exact inputs and fault timing recorded.,p50/p95/p99 and counts available end to end.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-03,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Full declared symbol capability load,Execute the controlled full declared symbol capability load scenario with exact inputs and fault timing recorded.,No silent drop; freshness and resource SLOs pass.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-04,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Twice observed peak burst,Execute the controlled twice observed peak burst scenario with exact inputs and fault timing recorded.,Backpressure preserves ordering/evidence and stops entries before staleness.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-05,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Slow downstream consumer,Execute the controlled slow downstream consumer scenario with exact inputs and fault timing recorded.,New entries fail closed; upstream raw facts remain durable.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-06,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Private stream outage,Execute the controlled private stream outage scenario with exact inputs and fault timing recorded.,Position/order/protection uncertainty visible and entries stop.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-07,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Metrics backend unavailable,Execute the controlled metrics backend unavailable scenario with exact inputs and fault timing recorded.,Local safety evidence and fail-close behavior remain functional.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-08,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,26-hour soak,Execute the controlled 26-hour soak scenario with exact inputs and fault timing recorded.,24-hour handover and resource stability proven.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-09,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Memory/handle growth over soak,Execute the controlled memory/handle growth over soak scenario with exact inputs and fault timing recorded.,Within registered bound.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-10,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Clock-offset excursion,Execute the controlled clock-offset excursion scenario with exact inputs and fault timing recorded.,Hard threshold stops entries without changing event identities.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-11,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Process crash during open position,Execute the controlled process crash during open position scenario with exact inputs and fault timing recorded.,E09 recovery/protection reconciliation succeeds.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-12,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Network partition,Execute the controlled network partition scenario with exact inputs and fault timing recorded.,Dead-man/unknown-submit/exit policy behaves as signed.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-13,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Deployment rollback,Execute the controlled deployment rollback scenario with exact inputs and fault timing recorded.,No dual producer and no lost position owner.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-14,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Legacy and ORIGIN consume same input ledger,Execute the controlled legacy and origin consume same input ledger scenario with exact inputs and fault timing recorded.,Input hashes/offsets match.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-15,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,ORIGIN dark deployment,Execute the controlled origin dark deployment scenario with exact inputs and fault timing recorded.,Zero execution/risk/order writes by ACL and journal proof.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-16,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Config changes during canary,Execute the controlled config changes during canary scenario with exact inputs and fault timing recorded.,Canary invalidates automatically.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-17,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Legacy command after cutover,Execute the controlled legacy command after cutover scenario with exact inputs and fault timing recorded.,Fencing rejection.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-18,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Open canary position during rollback,Execute the controlled open canary position during rollback scenario with exact inputs and fault timing recorded.,Risk-managed before authority switch.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-19,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,Global enable attempted,Execute the controlled global enable attempted scenario with exact inputs and fault timing recorded.,Governance rejects wildcard/broadening.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
REL-20,RC1 critical additions,"Performance, reliability and cutover",P0,G4/G6/G9,"Expand symbol, capsule and risk simultaneously","Execute the controlled expand symbol, capsule and risk simultaneously scenario with exact inputs and fault timing recorded.",Governance rejects multi-dimension expansion.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
